GENE	CHR	START	END	GENEID
	15	21936560	21938111	ENSG00000237161
B3GNT9	16	67182008	67185117	ENSG00000237172
SMG1P1	16	22448329	22503541	ENSG00000237296
	14	53635772	54153976	ENSG00000237356
UBE2Q2P6	15	82664459	82748784	ENSG00000237550
PYY2	17	26553589	26555091	ENSG00000237575
FRY-AS1	13	32599451	32605776	ENSG00000237637
KRR1P1	13	20644390	20646276	ENSG00000237672
	16	67648284	67649245	ENSG00000237718
	17	34195971	34212867	ENSG00000237805
LINC00398	13	31377343	31384782	ENSG00000237879
	16	29819966	29823306	ENSG00000238045
LRRC37A2	17	44588877	44633016	ENSG00000238083
PPP1R26P1	13	48890999	48894611	ENSG00000238086
ABCA17P	16	2389151	2476700	ENSG00000238098
GOLGA2P5	12	100550135	100567437	ENSG00000238105
LINC00426	13	30914407	30951282	ENSG00000238121
CCR12P	13	100060035	100061316	ENSG00000238241
	12	66739499	66739602	ENSG00000238528
	13	41754117	41754223	ENSG00000238651
SNORD10	17	7480129	7480270	ENSG00000238917
	17	16330788	16332033	ENSG00000239203
	17	45236557	45237359	ENSG00000239291
	12	66524531	66528229	ENSG00000239335
NME1	17	49230897	49239789	ENSG00000239672
TNFSF12	17	7452208	7464925	ENSG00000239697
CDRT4	17	15339332	15406922	ENSG00000239704
	16	74346507	74347288	ENSG00000239763
	12	127650616	127650672	ENSG00000239776
SUGT1P3	13	41482295	41495910	ENSG00000239827
RN7SL608P	17	2584242	2584528	ENSG00000239884
	14	35857327	35858275	ENSG00000240023
IGHJ4	14	106330425	106330470	ENSG00000240041
	12	68946775	68947662	ENSG00000240087
RN7SL587P	14	78013911	78014212	ENSG00000240233
	16	75259972	75262093	ENSG00000240338
RPS2P5	12	118683877	118684807	ENSG00000240342
RPL36AP45	15	75478992	75479309	ENSG00000240366
FOXO3B	17	18574259	18576186	ENSG00000240445
RPS19P3	14	35037895	35038335	ENSG00000240463
RPS12P28	17	26982575	26983001	ENSG00000240494
TNFRSF13B	17	16832849	16875432	ENSG00000240505
RPL21P123	17	28043297	28043703	ENSG00000240531
UBA52P8	16	48368382	48368765	ENSG00000240793
	17	3568514	3568996	ENSG00000240898
RPL15P2	14	95267186	95267800	ENSG00000240914
RPS20P31	12	120685263	120685594	ENSG00000240925
RPL4P1	14	22218553	22219830	ENSG00000240954
RPL5P1	15	25154076	25154972	ENSG00000241061
	14	77352720	77353093	ENSG00000241081
	17	254326	263814	ENSG00000241525
	12	95861173	95861637	ENSG00000241556
RPS23P6	16	12175094	12175759	ENSG00000241641
PLEKHO2	15	65134088	65160206	ENSG00000241839
HYPK	15	44088340	44095241	ENSG00000242028
RPL7AP6	14	70352057	70352869	ENSG00000242071
RPS20P33	14	105840955	105841308	ENSG00000242085
ARHGDIG	16	318726	333003	ENSG00000242173
IGHJ5	14	106330024	106330072	ENSG00000242472
C15orf38	15	90443159	90456188	ENSG00000242498
DECR2	16	451826	462487	ENSG00000242612
	15	50758935	50759293	ENSG00000242737
STRC	15	43891596	44010458	ENSG00000242866
IGHJ3	14	106330797	106330845	ENSG00000242887
RN7SL634P	14	104479979	104480268	ENSG00000242894
RN7SL737P	12	93903263	93903544	ENSG00000243015
	15	34378112	34378515	ENSG00000243094
	15	64885178	64885525	ENSG00000243403
RPL35AP32	15	66738793	66739115	ENSG00000243404
MRPS31P5	13	52741844	52768600	ENSG00000243406
RPS2P44	16	48611435	48612280	ENSG00000243609
NME1-NME2	17	49230920	49249108	ENSG00000243678
PLA2G4B	15	42120283	42140345	ENSG00000243708
NPIPB5	16	22490442	22547842	ENSG00000243716
JMJD7	15	42120283	42129779	ENSG00000243789
TMEM199	17	26684604	26708716	ENSG00000244045
RPS4XP17	17	560034	560787	ENSG00000244097
CYP4F34P	13	19315870	19316858	ENSG00000244155
	14	106355942	106362435	ENSG00000244620
	17	46782360	46784708	ENSG00000244649
	14	103878456	103879098	ENSG00000244691
N4BP2L2	13	33006554	33112970	ENSG00000244754
GABPB1-AS1	15	50647525	50659636	ENSG00000244879
	15	32905934	32907312	ENSG00000244952
	12	98879322	98897633	ENSG00000245017
	14	71075515	71108015	ENSG00000245466
	15	60771377	60922836	ENSG00000245534
	15	68126648	68131217	ENSG00000245719
RAD51-AS1	15	40978922	40987305	ENSG00000245849
	16	27279526	27301813	ENSG00000245888
	12	92539349	92583436	ENSG00000245904
	14	97925153	98047938	ENSG00000246084
C14orf64	14	98391947	98444461	ENSG00000246223
	12	89404458	89413456	ENSG00000246363
	14	104148699	104150352	ENSG00000246451
	16	28296206	28303385	ENSG00000246465
	14	77507407	77535846	ENSG00000246548
LINC00920	16	66442427	66446038	ENSG00000246898
UBAP1L	15	65385338	65407535	ENSG00000246922
SOCS2-AS1	12	93936239	93965544	ENSG00000246985
PGAM5	12	133287405	133299228	ENSG00000247077
SNHG10	14	95998634	96001209	ENSG00000247092
	16	70190243	70207351	ENSG00000247228
UBL7-AS1	15	74753606	74773643	ENSG00000247240
	14	61764882	61789536	ENSG00000247287
	12	69068151	69081535	ENSG00000247363
	12	124066767	124069662	ENSG00000247373
DNAJC3-AS1	13	96300987	96329179	ENSG00000247400
OIP5-AS1	15	41576188	41601901	ENSG00000247556
	15	30909201	30917976	ENSG00000247728
	16	29938157	29940254	ENSG00000247735
	15	21941147	21968151	ENSG00000247765
LINC00926	15	57592563	57599959	ENSG00000247982
DYNLL1-AS1	12	120928131	120933743	ENSG00000248008
SMURF2P1	17	28927814	28942998	ENSG00000248121
RRN3P1	16	21807951	21831731	ENSG00000248124
SUMO2P17	17	46952222	46986345	ENSG00000248278
WHAMMP2	15	28982729	29002537	ENSG00000248334
GAPDHP61	15	64820866	64821870	ENSG00000248415
DDX11L9	15	102516758	102519298	ENSG00000248472
SRP14-AS1	15	40331512	40359491	ENSG00000248508
	17	47438527	47447360	ENSG00000248714
FMN1	15	33057747	33486897	ENSG00000248905
ZNF286B	17	18561742	18585575	ENSG00000249459
GOLGA8K	15	32684983	32695396	ENSG00000249931
C15orf38-AP3S2	15	90377540	90456114	ENSG00000250021
DNAH10OS	12	124410971	124419531	ENSG00000250091
	15	44646889	44647890	ENSG00000250130
PKD1P6	16	15219099	15248421	ENSG00000250251
MRPS31P4	13	53191693	53211581	ENSG00000250299
	14	31889492	31922089	ENSG00000250365
LINC00617	14	96342729	96391908	ENSG00000250366
LRRC37BP1	17	28956698	28964482	ENSG00000250462
	14	62023031	62037371	ENSG00000250548
	16	30107751	30115437	ENSG00000250616
	17	47785696	47797422	ENSG00000250751
	12	133488056	133489173	ENSG00000250790
METTL21EP	13	103532449	103548383	ENSG00000250878
	17	47452742	47457456	ENSG00000250948
	16	28251014	28251989	ENSG00000250982
	15	83419316	83425958	ENSG00000250988
	14	22849083	22951948	ENSG00000251002
	15	41199009	41201540	ENSG00000251161
	17	48358938	48365216	ENSG00000251179
	12	68726668	68845443	ENSG00000251301
	14	73929129	73943880	ENSG00000251393
	16	28814097	28829149	ENSG00000251417
	14	105883221	105886076	ENSG00000251602
PTX4	16	1535887	1538982	ENSG00000251692
RNU7-61P	16	30494456	30494516	ENSG00000251706
RNU6-322P	15	101092025	101092127	ENSG00000251819
RNU6-415P	15	79191182	79191278	ENSG00000252061
SCARNA13	14	95999692	95999966	ENSG00000252481
RNU7-111P	15	90440808	90440869	ENSG00000252645
SCARNA21	17	7809440	7809578	ENSG00000252835
IGHV1-67	14	107136620	107137059	ENSG00000253274
SERPINE3	13	51909909	51938871	ENSG00000253309
	14	106110833	106115394	ENSG00000253364
	14	106170301	106170939	ENSG00000253701
IGHV1-14	14	106602580	106602820	ENSG00000253709
ALG11	13	52586534	52603800	ENSG00000253710
ATXN7L3B	12	74931551	74935223	ENSG00000253719
IGHGP	14	106130970	106136180	ENSG00000253755
UTP14C	13	52598827	52607736	ENSG00000253797
IGHV3-19	14	106653371	106653661	ENSG00000253883
HMGN1P38	15	93254977	93256105	ENSG00000253954
IGHV3-22	14	106714360	106714821	ENSG00000253957
IGHVIII-67-4	14	107151119	107151414	ENSG00000254052
	14	106067809	106071694	ENSG00000254140
NPIPB11	16	29392675	29415350	ENSG00000254206
IGHV7-27	14	106774086	106774499	ENSG00000254326
IGHV4-55	14	107062111	107062561	ENSG00000254395
CHMP4A	14	24678789	24683075	ENSG00000254505
	16	29437121	29465435	ENSG00000254634
PKD1P5	16	18458147	18495797	ENSG00000254681
	14	60706839	60715483	ENSG00000254718
NPIPA2	16	14841923	14859270	ENSG00000254852
	15	32786204	32792547	ENSG00000254912
	14	65679611	65689065	ENSG00000255002
EID3	12	104697517	104698980	ENSG00000255150
	16	70044654	70099848	ENSG00000255185
SNHG9	16	2014960	2015510	ENSG00000255198
EID1	15	49170083	49172380	ENSG00000255302
HCAR3	12	123199303	123201439	ENSG00000255398
	16	2013746	2014096	ENSG00000255513
POLR2M	15	57884231	58074960	ENSG00000255529
TRAV1-1	14	22089991	22090720	ENSG00000255569
LINC00925	15	89904810	89939471	ENSG00000255571
OR10G2	14	22101992	22103096	ENSG00000255582
	12	126843848	126845611	ENSG00000255595
PABPC1P4	12	64215801	64217675	ENSG00000255642
IFNG-AS1	12	68383225	68628466	ENSG00000255733
	12	133787246	133787772	ENSG00000255748
	15	82765134	82798350	ENSG00000255769
	12	129428819	129429748	ENSG00000255838
PXN-AS1	12	120639094	120650941	ENSG00000255857
	12	132241511	132242592	ENSG00000255933
	12	68102827	68123255	ENSG00000255970
	17	33841785	33842205	ENSG00000255987
	14	105147483	105151269	ENSG00000256050
APOPT1	14	104029299	104073860	ENSG00000256053
DYX1C1	15	55702723	55800432	ENSG00000256061
	12	66645525	66651214	ENSG00000256072
	12	123848415	123850660	ENSG00000256092
LINC00944	12	127214333	127256957	ENSG00000256128
	12	109549023	109563399	ENSG00000256139
ZNF10	12	133707161	133736051	ENSG00000256223
	12	123171672	123200526	ENSG00000256249
USP30-AS1	12	109490155	109491757	ENSG00000256262
	12	122806669	122808883	ENSG00000256304
	12	132674758	132675542	ENSG00000256312
RPL41P2	15	28560798	28561102	ENSG00000256338
ABCC6P1	16	18582484	18609650	ENSG00000256340
	14	94896970	94931067	ENSG00000256357
TRAV8-5	14	22371257	22371778	ENSG00000256379
	12	93477374	93477451	ENSG00000256393
CCL3L3	17	34522268	34524157	ENSG00000256515
TRAV1-2	14	22111109	22111798	ENSG00000256553
	12	132671287	132674240	ENSG00000256576
NLRP9P	12	129497881	129501208	ENSG00000256581
TRDV3	14	22938033	22938690	ENSG00000256590
MTRNR2L1	17	22022437	22023991	ENSG00000256618
	14	102299772	102305868	ENSG00000256705
	12	122018697	122031409	ENSG00000256742
	17	6555059	6556617	ENSG00000256806
CAPNS2	16	55600584	55601599	ENSG00000256812
	12	133038828	133039442	ENSG00000256875
HP	16	72088491	72094954	ENSG00000257017
NHLRC4	16	616996	619495	ENSG00000257108
RRN3P3	16	22430090	22449036	ENSG00000257122
PWAR6	15	25277020	25281637	ENSG00000257151
	12	89441964	89703330	ENSG00000257156
TMPO-AS1	12	98906751	98910200	ENSG00000257167
NACAP3	12	93517839	93518319	ENSG00000257210
GATC	12	120884241	120899389	ENSG00000257218
	12	109022463	109035094	ENSG00000257221
	12	114227347	114227612	ENSG00000257231
C12orf79	12	92378756	92536690	ENSG00000257242
	12	93710911	93771512	ENSG00000257252
	14	105934130	105936954	ENSG00000257270
	14	96178084	96223993	ENSG00000257275
	14	23398818	23424771	ENSG00000257285
	14	36350207	36350915	ENSG00000257307
	12	93397191	93609455	ENSG00000257322
	12	93392994	93413596	ENSG00000257345
FNTB	14	65381203	65529368	ENSG00000257365
	12	72187635	72193407	ENSG00000257410
	12	100566974	100593561	ENSG00000257489
	12	75877904	75883600	ENSG00000257497
	12	101802150	101802838	ENSG00000257543
	14	105559946	105565341	ENSG00000257556
	12	80328681	80334448	ENSG00000257557
GALNT4	12	89913185	89920039	ENSG00000257594
	12	111807086	111841114	ENSG00000257595
	12	70612912	70615642	ENSG00000257613
	14	58732083	58764852	ENSG00000257621
	12	104140093	104162636	ENSG00000257681
	12	100536836	100538449	ENSG00000257696
	12	96419101	96421749	ENSG00000257715
ST13P3	12	106409675	106410784	ENSG00000257773
MRS2P2	12	72243008	72244208	ENSG00000257802
	12	70297813	70637140	ENSG00000257815
	12	112250597	112251224	ENSG00000257877
	12	96390299	96405267	ENSG00000257878
P2RX5-TAX1BP3	17	3566357	3599488	ENSG00000257950
	12	79952562	79952946	ENSG00000257956
	12	94561782	94579820	ENSG00000258035
	12	116985911	116992186	ENSG00000258102
	16	30215637	30220392	ENSG00000258130
	12	108130332	108153745	ENSG00000258136
	12	94665926	94670971	ENSG00000258172
	12	102166892	102167533	ENSG00000258230
	12	117537286	117579896	ENSG00000258285
CHURC1	14	65381079	65411309	ENSG00000258289
	14	77248083	77253067	ENSG00000258301
	12	89954906	89987798	ENSG00000258302
	12	94229943	94231814	ENSG00000258303
C17orf49	17	6917814	6920844	ENSG00000258315
PCNPP1	12	112107656	112108166	ENSG00000258359
	12	94671534	94676620	ENSG00000258365
	14	73710726	73712687	ENSG00000258376
	15	91495469	91498455	ENSG00000258384
	14	102100791	102197445	ENSG00000258404
	14	90868867	90871579	ENSG00000258424
RBM8B	14	60864475	60864999	ENSG00000258427
PDF	16	69362524	69364498	ENSG00000258429
	14	75124752	75125293	ENSG00000258439
LINC00641	14	21668238	21675059	ENSG00000258441
	14	73983937	73987352	ENSG00000258443
	15	42640301	42704515	ENSG00000258461
CHMP4BP1	14	55765362	55765949	ENSG00000258469
	17	26782770	26941215	ENSG00000258472
	14	77514515	77552789	ENSG00000258473
	15	94406338	94421585	ENSG00000258476
LINC00640	14	51800111	51832275	ENSG00000258479
SPESP1	15	69110560	69239150	ENSG00000258484
	14	93372042	93373827	ENSG00000258499
	14	98602411	98605579	ENSG00000258511
	14	102196774	102198859	ENSG00000258512
	14	20919464	20920077	ENSG00000258515
	14	100806169	100806891	ENSG00000258521
ASB9P1	15	93338877	93339669	ENSG00000258527
BANF1P1	14	69403319	69403581	ENSG00000258531
	14	104320703	104346448	ENSG00000258534
	15	91951938	92148441	ENSG00000258551
	14	74755830	74761128	ENSG00000258559
	14	66679528	66976112	ENSG00000258561
BLZF2P	14	69334574	69336668	ENSG00000258565
RHOQP1	14	50066712	50067290	ENSG00000258568
PTTG4P	14	71552199	71552550	ENSG00000258571
	14	95982473	95984248	ENSG00000258572
	14	100832965	100833257	ENSG00000258581
SERPINA2P	14	94830053	94833039	ENSG00000258597
	14	77425981	77432145	ENSG00000258602
RPL21P7	14	65733356	65734408	ENSG00000258613
	14	69150128	69152282	ENSG00000258623
HSPE1P2	14	64068227	64068532	ENSG00000258645
	14	75471422	75475184	ENSG00000258646
LINC00930	15	93111048	93115272	ENSG00000258647
	15	20549989	20564419	ENSG00000258654
ARHGAP5-AS1	14	32544625	32545999	ENSG00000258655
	14	74164806	74167054	ENSG00000258660
	14	100800127	100820398	ENSG00000258666
HIF1A-AS2	14	62182276	62217815	ENSG00000258667
	14	58731380	58736399	ENSG00000258682
BMS1P16	15	21365634	21372686	ENSG00000258684
	14	71165415	71178870	ENSG00000258689
	14	73989582	73997314	ENSG00000258695
LINC00638	14	105287538	105290055	ENSG00000258701
	14	97059070	97062099	ENSG00000258702
	14	35390064	35451738	ENSG00000258704
	14	51422977	51428720	ENSG00000258711
PRC1-AS1	15	91509575	91531854	ENSG00000258725
	14	24030306	24037282	ENSG00000258727
ITPK1-AS1	14	93533797	93538497	ENSG00000258730
	15	22566922	22570823	ENSG00000258732
	14	86401054	86596117	ENSG00000258733
	14	35343549	35345665	ENSG00000258738
	15	93258989	93277425	ENSG00000258741
	14	51378944	51380076	ENSG00000258745
	15	94261771	94614049	ENSG00000258754
	14	65703198	65785508	ENSG00000258760
	14	20728639	20732467	ENSG00000258768
RAP1AP	14	74949688	74950138	ENSG00000258769
	14	35591755	35786680	ENSG00000258790
	14	21252047	21252452	ENSG00000258810
	14	105309000	105312253	ENSG00000258811
RNASE4	14	21152259	21168761	ENSG00000258818
	14	77535523	77542687	ENSG00000258819
	14	64889653	64915275	ENSG00000258824
	14	88484949	88502663	ENSG00000258826
	15	94425311	94429972	ENSG00000258831
MC1R	16	89978527	89987385	ENSG00000258839
LINC01146	14	88490894	88563276	ENSG00000258867
	14	91709103	91717426	ENSG00000258875
	14	74362867	74404817	ENSG00000258891
HNRNPCP1	14	58987941	58988706	ENSG00000258900
	14	100730118	100731742	ENSG00000258904
	14	20942948	20945248	ENSG00000258908
	14	102095321	102098867	ENSG00000258919
FOXN3-AS1	14	89883698	89886137	ENSG00000258920
	15	93349000	93351797	ENSG00000258922
	14	62004226	62012005	ENSG00000258926
	14	50474031	50507947	ENSG00000258929
	14	39734907	39736265	ENSG00000258940
	14	73738890	73740789	ENSG00000258944
	14	50394289	50428678	ENSG00000258946
	16	89987800	90005169	ENSG00000258947
	14	102502652	102532565	ENSG00000258959
HMGN1P3	14	69354502	69354801	ENSG00000258967
	14	75081396	75083350	ENSG00000258976
	14	53503473	53504969	ENSG00000258985
	14	94405901	94410475	ENSG00000258987
	14	81573377	81636758	ENSG00000258999
	14	101587193	101589879	ENSG00000259004
	14	74940710	74941567	ENSG00000259005
	14	73427303	73428701	ENSG00000259015
	14	101005276	101006746	ENSG00000259031
ENSAP2	14	83159048	83159399	ENSG00000259032
	14	22886826	22887645	ENSG00000259042
	14	32953304	32954006	ENSG00000259045
HNRNPUP1	14	43769466	43769798	ENSG00000259051
ACTN1-AS1	14	69446399	69454180	ENSG00000259062
	14	74254063	74269973	ENSG00000259065
LINC00639	14	39218545	39417477	ENSG00000259070
	14	50793244	50794627	ENSG00000259071
POC1B-GALNT4	12	89913185	89920039	ENSG00000259075
PTBP1P	14	65745985	65747884	ENSG00000259078
	14	77240627	77247861	ENSG00000259081
	14	102262892	102276658	ENSG00000259088
TRAV30	14	22636325	22636884	ENSG00000259092
	14	98534577	98671480	ENSG00000259097
	14	39854608	39856306	ENSG00000259100
	14	64980872	65007086	ENSG00000259116
	14	65548752	65560930	ENSG00000259118
	14	44589413	44589964	ENSG00000259137
	14	95651454	95652191	ENSG00000259143
RANBP20P	14	21188901	21191286	ENSG00000259144
	14	71759442	71788531	ENSG00000259146
LINC00929	15	26360960	26378184	ENSG00000259150
CAP2P1	14	89756549	89757938	ENSG00000259151
	14	71276922	71282120	ENSG00000259153
ADAM20P1	14	70935598	70950473	ENSG00000259158
	14	20906141	20909427	ENSG00000259162
DDX18P1	14	69550115	69552106	ENSG00000259165
	15	101835624	101845942	ENSG00000259172
	15	23181938	23182642	ENSG00000259174
	15	90936722	90941113	ENSG00000259177
	15	101708735	101711026	ENSG00000259182
	15	50171801	50175722	ENSG00000259188
PRKXP1	15	101093734	101099159	ENSG00000259205
ITGB3	17	45331212	45421658	ENSG00000259207
	15	40756392	40758925	ENSG00000259211
	15	91139072	91139679	ENSG00000259212
	15	38276967	38354541	ENSG00000259225
	15	48481234	48483888	ENSG00000259235
	15	102311961	102322192	ENSG00000259236
USP3-AS1	15	63836446	63893788	ENSG00000259248
	15	58879706	58883875	ENSG00000259250
IGHV4OR15-8	15	22472918	22473353	ENSG00000259261
	15	63748493	63761550	ENSG00000259268
	15	34150918	34157026	ENSG00000259287
	15	90617747	90625439	ENSG00000259291
	15	58727089	58790934	ENSG00000259293
	15	50789392	50790941	ENSG00000259298
PLCB2-AS1	15	40592871	40594021	ENSG00000259307
	15	91147457	91157790	ENSG00000259314
	15	83394625	83407656	ENSG00000259315
	14	55861658	55861951	ENSG00000259318
	14	75890386	75894444	ENSG00000259319
	14	24608654	24609653	ENSG00000259321
	15	38795054	38797182	ENSG00000259326
	15	52408771	52414328	ENSG00000259327
LINC00984	15	40617417	40618916	ENSG00000259330
IGHV1OR15-2	15	20178035	20178471	ENSG00000259337
	15	81616718	81654378	ENSG00000259343
	15	64220473	64228152	ENSG00000259351
	15	100347228	100417353	ENSG00000259363
	14	103606012	103608296	ENSG00000259374
	15	101583921	101589661	ENSG00000259376
	15	58444805	58446606	ENSG00000259379
	15	101185639	101186860	ENSG00000259381
	15	20964640	20980123	ENSG00000259383
ADAMTS7P2	15	82888224	82924290	ENSG00000259387
EFTUD1P1	15	84748920	84795356	ENSG00000259404
	15	86287340	86293512	ENSG00000259407
	15	34147101	34149010	ENSG00000259408
	15	80487826	80544555	ENSG00000259417
	15	45333914	45350905	ENSG00000259418
UBE2Q2P3	15	83023847	83088805	ENSG00000259429
THTPA	14	24025216	24029480	ENSG00000259431
	15	83412975	83419041	ENSG00000259442
	15	31508223	31516648	ENSG00000259448
	15	86244340	86246002	ENSG00000259453
	15	99497378	99646030	ENSG00000259475
	15	45118569	45176892	ENSG00000259479
	15	23128188	23145997	ENSG00000259480
	14	56770208	56777479	ENSG00000259483
	15	48604550	48624053	ENSG00000259488
MRPL46	15	89002707	89010650	ENSG00000259494
	15	70095655	70096385	ENSG00000259496
	15	76631950	76634404	ENSG00000259514
ANP32AP1	15	35474000	35530398	ENSG00000259516
	15	45543884	45571449	ENSG00000259520
	14	24620427	24636611	ENSG00000259529
	15	40780240	40850183	ENSG00000259536
	15	45444862	45459724	ENSG00000259539
	15	80124808	80125896	ENSG00000259548
	15	52211270	52222824	ENSG00000259556
	15	78582869	78583563	ENSG00000259562
	15	52472290	52498071	ENSG00000259577
	15	101433945	101459488	ENSG00000259583
	15	58443232	58444712	ENSG00000259600
	14	75310727	75322378	ENSG00000259606
EEF1A1P22	15	53229336	53230715	ENSG00000259612
	15	50786215	50789277	ENSG00000259618
	17	40004770	40007699	ENSG00000259623
	15	58442834	58443161	ENSG00000259626
	15	64993447	65011801	ENSG00000259635
	15	69884468	69988089	ENSG00000259641
C15orf37	15	80215113	80217194	ENSG00000259642
	15	30297646	30338051	ENSG00000259647
	15	81188532	81202118	ENSG00000259649
	15	77336022	77337502	ENSG00000259652
PIGHP1	15	59968956	59969520	ENSG00000259657
	15	102277302	102285913	ENSG00000259658
	15	44850027	44851386	ENSG00000259659
DNM1P47	15	102291235	102334505	ENSG00000259660
	15	51749483	51752779	ENSG00000259668
	15	58447159	58448260	ENSG00000259671
IQCH-AS1	15	67695957	67814182	ENSG00000259673
	15	59699162	59700353	ENSG00000259674
	15	90419772	90420517	ENSG00000259677
	15	50849798	50852697	ENSG00000259684
